period,pnumber,nnumber
20200616335,9,7
20200616334,0,9
20200616333,7,0
20200616332,0,7
20200616331,3,0
20200616330,5,3
20200616329,9,5
20200616328,4,9
20200616327,1,4
20200616326,4,1
20200616325,0,4
20200616324,3,0
20200616323,3,3
20200616322,5,3
20200616321,0,5
20200616320,7,0
20200616319,5,7
20200616318,4,5
20200616317,2,4
20200616316,6,2
20200616315,0,6
20200616314,1,0
20200616313,9,1
20200616312,6,9
20200616311,5,6
20200616310,0,5
20200616309,7,0
20200616308,6,7
20200616307,8,6
20200616306,3,8
20200616305,1,3
20200616304,3,1
20200616303,1,3
20200616302,7,1
20200616301,4,7
20200616300,0,4
20200616299,8,0
20200616298,1,8
20200616297,0,1
20200616296,8,0
20200616295,7,8
20200616294,3,7
20200616293,1,3
20200616292,1,1
20200616291,5,1
20200616290,9,5
20200616289,9,9
20200616288,3,9
20200616287,4,3
20200616286,1,4
20200616285,6,1
20200616284,8,6
20200616283,3,8
20200616282,0,3
20200616281,6,0
20200616280,0,6
20200616279,3,0
20200616278,6,3
20200616277,5,6
20200616276,0,5
20200616275,9,0
20200616274,7,9
20200616273,1,7
20200616272,0,1
20200616271,0,0
20200616270,3,0
20200616269,7,3
20200616268,8,7
20200616267,3,8
20200616266,4,3
20200616265,4,4
20200616264,6,4
20200616263,0,6
20200616262,5,0
20200616261,8,5
20200616260,9,8
20200616259,2,9
20200616258,6,2
20200616257,7,6
20200616256,7,7
20200616255,1,7
20200616254,8,1
20200616253,0,8
20200616252,8,0
20200616251,8,8
20200616250,5,8
20200616249,1,5
20200616248,6,1
20200616247,6,6
20200616246,1,6
20200616245,3,1
20200616244,6,3
20200616243,8,6
20200616242,2,8
20200616241,5,2
20200616240,1,5
20200616239,4,1
20200616238,2,4
20200616237,3,2
20200616236,5,3
20200616235,4,5
20200616234,9,4
20200616233,6,9
20200616232,9,6
20200616231,2,9
20200616230,8,2
20200616229,4,8
20200616228,7,4
20200616227,7,7
20200616226,7,7
20200616225,0,7
20200616224,1,0
20200616223,6,1
20200616222,6,6
20200616221,6,6
20200616220,4,6
20200616219,7,4
20200616218,9,7
20200616217,7,9
20200616216,1,7
20200616215,8,1
20200616214,0,8
20200616213,0,0
20200616212,2,0
20200616211,4,2
20200616210,8,4
20200616209,6,8
20200616208,0,6
20200616207,3,0
20200616206,0,3
20200616205,4,0
20200616204,3,4
20200616203,6,3
20200616202,6,6
20200616201,4,6
20200616200,3,4
20200616199,2,3
20200616198,3,2
20200616197,6,3
20200616196,4,6
20200616195,1,4
20200616194,4,1
20200616193,7,4
20200616192,7,7
20200616191,3,7
20200616190,3,3
20200616189,0,3
20200616188,2,0
20200616187,9,2
20200616186,4,9
20200616185,9,4
20200616184,1,9
20200616183,3,1
20200616182,6,3
20200616181,0,6
20200616180,5,0
20200616179,3,5
20200616178,1,3
20200616177,3,1
20200616176,8,3
20200616175,9,8
20200616174,3,9
20200616173,6,3
20200616172,5,6
20200616171,7,5
20200616170,0,7
20200616169,6,0
20200616168,2,6
20200616167,5,2
20200616166,4,5
20200616165,7,4
20200616164,6,7
20200616163,7,6
20200616162,0,7
20200616161,8,0
20200616160,7,8
20200616159,6,7
20200616158,2,6
20200616157,5,2
20200616156,9,5
20200616155,2,9
20200616154,7,2
20200616153,4,7
20200616152,5,4
20200616151,2,5
20200616150,0,2
20200616149,9,0
20200616148,0,9
20200616147,8,0
20200616146,6,8
20200616145,1,6
20200616144,2,1
20200616143,2,2
20200616142,9,2
20200616141,5,9
20200616140,7,5
20200616139,1,7
20200616138,3,1
20200616137,6,3
20200616136,5,6
20200616135,5,5
20200616134,9,5
20200616133,2,9
20200616132,8,2
20200616131,1,8
20200616130,6,1
20200616129,1,6
20200616128,7,1
20200616127,0,7
20200616126,9,0
20200616125,7,9
20200616124,1,7
20200616123,3,1
20200616122,5,3
20200616121,3,5
20200616120,2,3
20200616119,4,2
20200616118,0,4
20200616117,3,0
20200616116,7,3
20200616115,6,7
20200616114,9,6
20200616113,5,9
20200616112,7,5
20200616111,4,7
20200616110,5,4
20200616109,9,5
20200616108,8,9
20200616107,8,8
20200616106,4,8
20200616105,2,4
20200616104,1,2
20200616103,9,1
20200616102,4,9
20200616101,0,4
20200616100,0,0
20200616099,4,0
20200616098,7,4
20200616097,5,7
20200616096,6,5
20200616095,4,6
20200616094,7,4
20200616093,9,7
20200616092,2,9
20200616091,4,2
20200616090,8,4
20200616089,6,8
20200616088,0,6
20200616087,4,0
20200616086,1,4
20200616085,7,1
20200616084,0,7
20200616083,7,0
20200616082,9,7
20200616081,5,9
20200616080,4,5
20200616079,0,4
20200616078,2,0
20200616077,5,2
20200616076,2,5
20200616075,6,2
20200616074,1,6
20200616073,4,1
20200616072,8,4
20200616071,1,8
20200616070,7,1
20200616069,7,7
20200616068,5,7
20200616067,2,5
20200616066,1,2
20200616065,9,1
20200616064,3,9
20200616063,7,3
20200616062,8,7
20200616061,0,8
20200616060,0,0
20200616059,8,0
20200616058,1,8
20200616057,7,1
20200616056,4,7
20200616055,4,4
20200616054,1,4
20200616053,5,1
20200616052,3,5
20200616051,5,3
20200616050,8,5
20200616049,0,8
20200616048,2,0
20200616047,7,2
20200616046,3,7
20200616045,1,3
20200616044,2,1
20200616043,8,2
20200616042,7,8
20200616041,7,7
20200616040,5,7
20200616039,5,5
20200616038,4,5
20200616037,0,4
20200616036,3,0
20200616035,2,3
20200616034,1,2
20200616033,6,1
20200616032,0,6
20200616031,4,0
20200616030,7,4
20200616029,4,7
20200616028,2,4
20200616027,4,2
20200616026,7,4
20200616025,0,7
20200616024,9,0
20200616023,1,9
20200616022,6,1
20200616021,0,6
20200616020,8,0
20200616019,5,8
20200616018,6,5
20200616017,1,6
20200616016,7,1
20200616015,0,7
20200616014,8,0
20200616013,0,8
20200616012,9,0
20200616011,6,9
20200616010,8,6
20200616009,6,8
20200616008,4,6
20200616007,7,4
20200616006,8,7
20200616005,1,8
20200616004,1,1
20200616003,5,1
20200616002,3,5
20200616001,6,3
20200615480,1,6
20200615479,7,1
20200615478,8,7
20200615477,0,8
20200615476,4,0
20200615475,4,4
20200615474,0,4
20200615473,7,0
20200615472,4,7
20200615471,5,4
20200615470,7,5
20200615469,4,7
20200615468,6,4
20200615467,2,6
20200615466,0,2
20200615465,5,0
20200615464,4,5
20200615463,6,4
20200615462,1,6
20200615461,8,1
20200615460,9,8
20200615459,2,9
20200615458,9,2
20200615457,3,9
20200615456,4,3
20200615455,2,4
20200615454,0,2
20200615453,5,0
20200615452,2,5
20200615451,0,2
20200615450,2,0
20200615449,8,2
20200615448,6,8
20200615447,2,6
20200615446,2,2
20200615445,6,2
20200615444,2,6
20200615443,6,2
20200615442,4,6
20200615441,9,4
20200615440,4,9
20200615439,8,4
20200615438,4,8
20200615437,4,4
20200615436,6,4
20200615435,3,6
20200615434,5,3
20200615433,6,5
20200615432,1,6
20200615431,6,1
20200615430,6,6
20200615429,3,6
20200615428,8,3
20200615427,2,8
20200615426,1,2
20200615425,0,1
20200615424,7,0
20200615423,9,7
20200615422,7,9
20200615421,5,7
20200615420,9,5
20200615419,3,9
20200615418,9,3
20200615417,2,9
20200615416,4,2
20200615415,4,4
20200615414,6,4
20200615413,0,6
20200615412,5,0
20200615411,2,5
20200615410,7,2
20200615409,9,7
20200615408,4,9
20200615407,1,4
20200615406,7,1
20200615405,9,7
20200615404,6,9
20200615403,8,6
20200615402,3,8
20200615401,7,3
20200615400,2,7
20200615399,7,2
20200615398,3,7
20200615397,8,3
20200615396,6,8
20200615395,6,6
20200615394,8,6
20200615393,8,8
20200615392,0,8
20200615391,9,0
20200615390,0,9
20200615389,2,0
20200615388,5,2
20200615387,9,5
20200615386,9,9
20200615385,4,9
20200615384,8,4
20200615383,3,8
20200615382,5,3
20200615381,7,5
20200615380,9,7
20200615379,9,9
20200615378,5,9
20200615377,8,5
20200615376,3,8
20200615375,9,3
20200615374,2,9
20200615373,8,2
20200615372,1,8
20200615371,3,1
20200615370,9,3
20200615369,6,9
20200615368,3,6
20200615367,7,3
20200615366,7,7
20200615365,7,7
20200615364,5,7
20200615363,6,5
20200615362,4,6
20200615361,7,4
20200615360,0,7
20200615359,9,0
20200615358,9,9
20200615357,5,9
20200615356,2,5
20200615355,2,2
20200615354,1,2
20200615353,0,1
20200615352,2,0
20200615351,7,2
20200615350,0,7
20200615349,8,0
20200615348,0,8
20200615347,4,0
20200615346,6,4
20200615345,1,6
20200615344,4,1
20200615343,1,4
20200615342,3,1
20200615341,7,3
20200615340,8,7
20200615339,9,8
20200615338,7,9
20200615337,8,7
20200615336,9,8
20200615335,0,9
20200615334,7,0
20200615333,8,7
20200615332,8,8
20200615331,3,8
20200615330,6,3
20200615329,5,6
20200615328,9,5
20200615327,1,9
20200615326,2,1
20200615325,1,2
20200615324,7,1
20200615323,3,7
20200615322,2,3
20200615321,8,2
20200615320,2,8
20200615319,2,2
20200615318,3,2
20200615317,0,3
20200615316,7,0
20200615315,2,7
20200615314,9,2
20200615313,2,9
20200615312,8,2
20200615311,4,8
20200615310,2,4
20200615309,5,2
20200615308,1,5
20200615307,8,1
20200615306,2,8
20200615305,7,2
20200615304,7,7
20200615303,4,7
20200615302,9,4
20200615301,4,9
20200615300,5,4
20200615299,9,5
20200615298,5,9
20200615297,1,5
20200615296,7,1
20200615295,6,7
20200615294,7,6
20200615293,9,7
20200615292,5,9
20200615291,8,5
20200615290,5,8
20200615289,3,5
20200615288,3,3
20200615287,2,3
20200615286,2,2
20200615285,7,2
20200615284,6,7
20200615283,3,6
20200615282,2,3
20200615281,5,2
20200615280,1,5
20200615279,6,1
20200615278,4,6
20200615277,1,4
20200615276,8,1
20200615275,0,8
20200615274,7,0
20200615273,2,7
20200615272,7,2
20200615271,4,7
20200615270,5,4
20200615269,3,5
20200615268,7,3
20200615267,1,7
20200615266,4,1
20200615265,6,4
20200615264,9,6
20200615263,3,9
20200615262,3,3
20200615261,2,3
20200615260,1,2
20200615259,3,1
20200615258,2,3
20200615257,1,2
20200615256,7,1
20200615255,6,7
20200615254,3,6
20200615253,7,3
20200615252,8,7
20200615251,2,8
20200615250,3,2
20200615249,6,3
20200615248,0,6
20200615247,5,0
20200615246,9,5
20200615245,8,9
20200615244,2,8
20200615243,7,2
20200615242,6,7
20200615241,5,6
20200615240,6,5
20200615239,3,6
20200615238,0,3
20200615237,9,0
20200615236,5,9
20200615235,3,5
20200615234,8,3
20200615233,5,8
20200615232,1,5
20200615231,8,1
20200615230,2,8
20200615229,9,2
20200615228,4,9
20200615227,1,4
20200615226,9,1
20200615225,9,9
20200615224,2,9
20200615223,1,2
20200615222,6,1
20200615221,8,6
20200615220,2,8
20200615219,6,2
20200615218,0,6
20200615217,7,0
20200615216,3,7
20200615215,3,3
20200615214,3,3
20200615213,9,3
20200615212,4,9
20200615211,3,4
20200615210,8,3
20200615209,1,8
20200615208,8,1
20200615207,4,8
20200615206,6,4
20200615205,6,6
20200615204,2,6
20200615203,8,2
20200615202,5,8
20200615201,7,5
20200615200,7,7
20200615199,5,7
20200615198,0,5
20200615197,1,0
20200615196,9,1
20200615195,8,9
20200615194,0,8
20200615193,0,0
20200615192,5,0
20200615191,6,5
20200615190,9,6
20200615189,4,9
20200615188,7,4
20200615187,1,7
20200615186,3,1
20200615185,7,3
20200615184,7,7
20200615183,3,7
20200615182,9,3
20200615181,1,9
20200615180,0,1
20200615179,2,0
20200615178,9,2
20200615177,9,9
20200615176,6,9
20200615175,0,6
20200615174,2,0
20200615173,4,2
20200615172,8,4
20200615171,7,8
20200615170,8,7
20200615169,0,8
20200615168,7,0
20200615167,7,7
20200615166,7,7
20200615165,2,7
20200615164,5,2
20200615163,7,5
20200615162,9,7
20200615161,5,9
20200615160,5,5
20200615159,0,5
20200615158,4,0
20200615157,7,4
20200615156,6,7
20200615155,7,6
20200615154,0,7
20200615153,4,0
20200615152,9,4
20200615151,6,9
20200615150,2,6
20200615149,5,2
20200615148,3,5
20200615147,7,3
20200615146,9,7
20200615145,6,9
20200615144,6,6
20200615143,6,6
20200615142,7,6
20200615141,0,7
20200615140,3,0
20200615139,2,3
20200615138,8,2
20200615137,8,8
20200615136,5,8
20200615135,3,5
20200615134,7,3
20200615133,4,7
20200615132,3,4
20200615131,1,3
20200615130,7,1
20200615129,8,7
20200615128,1,8
20200615127,1,1
20200615126,4,1
20200615125,4,4
20200615124,0,4
20200615123,9,0
20200615122,2,9
20200615121,7,2
20200615120,5,7
20200615119,5,5
20200615118,0,5
20200615117,9,0
20200615116,7,9
20200615115,6,7
20200615114,8,6
20200615113,2,8
20200615112,1,2
20200615111,0,1
20200615110,9,0
20200615109,1,9
20200615108,2,1
20200615107,7,2
20200615106,6,7
20200615105,6,6
20200615104,7,6
20200615103,1,7
20200615102,8,1
20200615101,8,8
20200615100,7,8
20200615099,4,7
20200615098,4,4
20200615097,3,4
20200615096,2,3
20200615095,2,2
20200615094,7,2
20200615093,4,7
20200615092,6,4
20200615091,3,6
20200615090,5,3
20200615089,5,5
20200615088,0,5
20200615087,3,0
20200615086,3,3
20200615085,4,3
20200615084,8,4
20200615083,9,8
20200615082,0,9
20200615081,4,0
20200615080,3,4
20200615079,4,3
20200615078,7,4
20200615077,1,7
20200615076,6,1
20200615075,7,6
20200615074,4,7
20200615073,5,4
20200615072,1,5
20200615071,6,1
20200615070,5,6
20200615069,8,5
20200615068,2,8
20200615067,0,2
20200615066,7,0
20200615065,4,7
20200615064,8,4
20200615063,7,8
20200615062,6,7
20200615061,3,6
20200615060,6,3
20200615059,7,6
20200615058,1,7
20200615057,2,1
20200615056,5,2
20200615055,3,5
20200615054,0,3
20200615053,3,0
20200615052,6,3
20200615051,5,6
20200615050,1,5
20200615049,3,1
20200615048,1,3
20200615047,7,1
20200615046,2,7
20200615045,0,2
20200615044,6,0
20200615043,9,6
20200615042,4,9
20200615041,6,4
20200615040,2,6
20200615039,8,2
20200615038,4,8
20200615037,2,4
20200615036,3,2
20200615035,7,3
20200615034,7,7
20200615033,5,7
20200615032,8,5
20200615031,7,8
20200615030,3,7
20200615029,4,3
20200615028,4,4
20200615027,8,4
20200615026,7,8
20200615025,5,7
20200615024,8,5
20200615023,6,8
20200615022,6,6
20200615021,4,6
20200615020,1,4
20200615019,6,1
20200615018,0,6
20200615017,5,0
20200615016,8,5
20200615015,9,8
20200615014,5,9
20200615013,8,5
20200615012,3,8
20200615011,3,3
20200615010,5,3
20200615009,3,5
20200615008,2,3
20200615007,0,2
20200615006,9,0
20200615005,1,9
20200615004,5,1
20200615003,6,5
20200615002,4,6
20200615001,0,4
20200614480,4,0
20200614479,5,4
20200614478,7,5
20200614477,6,7
20200614476,7,6
20200614475,0,7
20200614474,4,0
20200614473,7,4
20200614472,8,7
20200614471,8,8
20200614470,2,8
20200614469,1,2
20200614468,9,1
20200614467,4,9
20200614466,8,4
20200614465,1,8
20200614464,8,1
20200614463,0,8
20200614462,1,0
20200614461,2,1
20200614460,8,2
20200614459,7,8
20200614458,2,7
20200614457,5,2
20200614456,2,5
20200614455,8,2
20200614454,9,8
20200614453,7,9
20200614452,7,7
20200614451,4,7
20200614450,0,4
20200614449,3,0
20200614448,0,3
20200614447,4,0
20200614446,8,4
20200614445,3,8
20200614444,4,3
20200614443,2,4
20200614442,0,2
20200614441,4,0
20200614440,4,4
20200614439,4,4
20200614438,0,4
20200614437,6,0
20200614436,2,6
20200614435,0,2
20200614434,5,0
20200614433,4,5
20200614432,0,4
20200614431,5,0
20200614430,8,5
20200614429,6,8
20200614428,5,6
20200614427,8,5
20200614426,8,8
20200614425,7,8
20200614424,8,7
20200614423,1,8
20200614422,0,1
20200614421,7,0
20200614420,8,7
20200614419,2,8
20200614418,4,2
20200614417,1,4
20200614416,5,1
20200614415,8,5
20200614414,2,8
20200614413,6,2
20200614412,3,6
20200614411,1,3
20200614410,5,1
20200614409,0,5
20200614408,8,0
20200614407,1,8
20200614406,6,1
20200614405,3,6
20200614404,0,3
20200614403,0,0
20200614402,5,0
20200614401,3,5
20200614400,9,3
20200614399,3,9
20200614398,2,3
20200614397,5,2
20200614396,8,5
20200614395,4,8
20200614394,4,4
20200614393,7,4
20200614392,1,7
20200614391,3,1
20200614390,0,3
20200614389,5,0
20200614388,1,5
20200614387,9,1
20200614386,2,9
20200614385,8,2
20200614384,4,8
20200614383,9,4
20200614382,9,9
20200614381,8,9
20200614380,9,8
20200614379,7,9
20200614378,3,7
20200614377,4,3
20200614376,8,4
20200614375,2,8
20200614374,8,2
20200614373,6,8
20200614372,2,6
20200614371,6,2
20200614370,9,6
20200614369,7,9
20200614368,3,7
20200614367,1,3
20200614366,9,1
20200614365,8,9
20200614364,2,8
20200614363,6,2
20200614362,8,6
20200614361,1,8
20200614360,4,1
20200614359,5,4
20200614358,7,5
20200614357,2,7
20200614356,5,2
20200614355,3,5
20200614354,2,3
20200614353,2,2
20200614352,7,2
20200614351,4,7
20200614350,2,4
20200614349,4,2
20200614348,0,4
20200614347,9,0
20200614346,2,9
20200614345,2,2
20200614344,9,2
20200614343,0,9
20200614342,8,0
20200614341,6,8
20200614340,0,6
20200614339,6,0
20200614338,1,6
20200614337,2,1
20200614336,6,2
20200614335,9,6
20200614334,3,9
20200614333,5,3
20200614332,4,5
20200614331,0,4
20200614330,7,0
20200614329,9,7
20200614328,5,9
20200614327,4,5
20200614326,9,4
20200614325,8,9
20200614324,0,8
20200614323,3,0
20200614322,8,3
20200614321,2,8
20200614320,1,2
20200614319,0,1
20200614318,9,0
20200614317,2,9
20200614316,1,2
20200614315,6,1
20200614314,3,6
20200614313,3,3
20200614312,1,3
20200614311,2,1
20200614310,8,2
20200614309,5,8
20200614308,4,5
20200614307,3,4
20200614306,7,3
20200614305,3,7
20200614304,5,3
20200614303,8,5
20200614302,6,8
20200614301,4,6
20200614300,5,4
20200614299,9,5
20200614298,1,9
20200614297,4,1
20200614296,2,4
20200614295,4,2
20200614294,9,4
20200614293,3,9
20200614292,1,3
20200614291,1,1
20200614290,1,1
20200614289,7,1
20200614288,2,7
20200614287,6,2
20200614286,8,6
20200614285,1,8
20200614284,7,1
20200614283,8,7
20200614282,8,8
20200614281,2,8
20200614280,6,2
20200614279,0,6
20200614278,4,0
20200614277,0,4
20200614276,7,0
20200614275,7,7
20200614274,7,7
20200614273,6,7
20200614272,9,6
20200614271,9,9
20200614270,1,9
20200614269,3,1
20200614268,7,3
20200614267,4,7
20200614266,9,4
20200614265,2,9
20200614264,5,2
20200614263,4,5
20200614262,6,4
20200614261,1,6
20200614260,8,1
20200614259,3,8
20200614258,8,3
20200614257,0,8
20200614256,1,0
20200614255,5,1
20200614254,7,5
20200614253,0,7
20200614252,3,0
20200614251,4,3
20200614250,2,4
20200614249,9,2
20200614248,6,9
20200614247,5,6
20200614246,9,5
20200614245,2,9
20200614244,3,2
20200614243,8,3
20200614242,5,8
20200614241,2,5
20200614240,0,2
20200614239,5,0
20200614238,2,5
20200614237,2,2
20200614236,2,2
20200614235,2,2
20200614234,2,2
20200614233,1,2
20200614232,5,1
20200614231,1,5
20200614230,2,1
20200614229,9,2
20200614228,5,9
20200614227,4,5
20200614226,6,4
20200614225,6,6
20200614224,7,6
20200614223,3,7
20200614222,4,3
20200614221,7,4
20200614220,7,7
20200614219,2,7
20200614218,6,2
20200614217,3,6
20200614216,0,3
20200614215,6,0
20200614214,8,6
20200614213,7,8
20200614212,9,7
20200614211,2,9
20200614210,9,2
20200614209,7,9
20200614208,4,7
20200614207,8,4
20200614206,3,8
20200614205,0,3
20200614204,4,0
20200614203,3,4
20200614202,3,3
20200614201,0,3
20200614200,6,0
20200614199,4,6
20200614198,7,4
20200614197,5,7
20200614196,0,5
20200614195,2,0
20200614194,6,2
20200614193,5,6
20200614192,2,5
20200614191,3,2
20200614190,3,3
20200614189,4,3
20200614188,1,4
20200614187,8,1
20200614186,3,8
20200614185,1,3
20200614184,3,1
20200614183,9,3
20200614182,7,9
20200614181,7,7
20200614180,4,7
20200614179,0,4
20200614178,9,0
20200614177,1,9
20200614176,7,1
20200614175,8,7
20200614174,7,8
20200614173,3,7
20200614172,9,3
20200614171,9,9
20200614170,8,9
20200614169,0,8
20200614168,7,0
20200614167,5,7
20200614166,1,5
20200614165,4,1
20200614164,7,4
20200614163,9,7
20200614162,1,9
20200614161,2,1
20200614160,4,2
20200614159,6,4
20200614158,4,6
20200614157,5,4
20200614156,4,5
20200614155,6,4
20200614154,0,6
20200614153,5,0
20200614152,0,5
20200614151,5,0
20200614150,5,5
20200614149,7,5
20200614148,7,7
20200614147,3,7
20200614146,4,3
20200614145,0,4
20200614144,5,0
20200614143,7,5
20200614142,7,7
20200614141,2,7
20200614140,8,2
20200614139,6,8
20200614138,6,6
20200614137,7,6
20200614136,8,7
20200614135,4,8
20200614134,5,4
20200614133,7,5
20200614132,0,7
20200614131,0,0
20200614130,9,0
20200614129,7,9
20200614128,0,7
20200614127,8,0
20200614126,6,8
20200614125,3,6
20200614124,9,3
20200614123,8,9
20200614122,4,8
20200614121,1,4
20200614120,1,1
20200614119,1,1
20200614118,9,1
20200614117,7,9
20200614116,4,7
20200614115,9,4
20200614114,9,9
20200614113,5,9
20200614112,5,5
20200614111,1,5
20200614110,0,1
20200614109,3,0
20200614108,5,3
20200614107,7,5
20200614106,0,7
20200614105,2,0
20200614104,0,2
20200614103,5,0
20200614102,5,5
20200614101,6,5
20200614100,7,6
20200614099,1,7
20200614098,0,1
20200614097,0,0
20200614096,7,0
20200614095,9,7
20200614094,1,9
20200614093,1,1
20200614092,6,1
20200614091,5,6
20200614090,7,5
20200614089,0,7
20200614088,0,0
20200614087,4,0
20200614086,3,4
20200614085,0,3
20200614084,0,0
20200614083,6,0
20200614082,3,6
20200614081,5,3
20200614080,5,5
20200614079,9,5
20200614078,2,9
20200614077,4,2
20200614076,6,4
20200614075,6,6
20200614074,4,6
20200614073,0,4
20200614072,0,0
20200614071,4,0
20200614070,9,4
20200614069,2,9
20200614068,6,2
20200614067,8,6
20200614066,1,8
20200614065,8,1
20200614064,0,8
20200614063,3,0
20200614062,3,3
20200614061,0,3
20200614060,4,0
20200614059,9,4
20200614058,3,9
20200614057,2,3
20200614056,2,2
20200614055,9,2
20200614054,0,9
20200614053,2,0
20200614052,7,2
20200614051,2,7
20200614050,6,2
20200614049,3,6
20200614048,8,3
20200614047,6,8
20200614046,3,6
20200614045,0,3
20200614044,0,0
20200614043,6,0
20200614042,5,6
20200614041,9,5
20200614040,0,9
20200614039,9,0
20200614038,9,9
20200614037,5,9
