period,pnumber,nnumber
20200527006,4,8
20200527005,1,4
20200527004,4,1
20200527003,8,4
20200527002,2,8
20200527001,9,2
20200526480,2,9
20200526479,2,2
20200526478,7,2
20200526477,8,7
20200526476,7,8
20200526475,7,7
20200526474,2,7
20200526473,9,2
20200526472,0,9
20200526471,1,0
20200526470,4,1
20200526469,9,4
20200526468,1,9
20200526467,4,1
20200526466,6,4
20200526465,6,6
20200526464,6,6
20200526463,9,6
20200526462,9,9
20200526461,9,9
20200526460,9,9
20200526459,1,9
20200526458,6,1
20200526457,0,6
20200526456,0,0
20200526455,4,0
20200526454,9,4
20200526453,8,9
20200526452,8,8
20200526451,7,8
20200526450,5,7
20200526449,1,5
20200526448,3,1
20200526447,4,3
20200526446,2,4
20200526445,6,2
20200526444,1,6
20200526443,4,1
20200526442,1,4
20200526441,1,1
20200526440,2,1
20200526439,4,2
20200526438,9,4
20200526437,5,9
20200526436,9,5
20200526435,9,9
20200526434,8,9
20200526433,0,8
20200526432,1,0
20200526431,3,1
20200526430,5,3
20200526429,8,5
20200526428,0,8
20200526427,6,0
20200526426,0,6
20200526425,2,0
20200526424,5,2
20200526423,7,5
20200526422,1,7
20200526421,1,1
20200526420,5,1
20200526419,6,5
20200526418,4,6
20200526417,4,4
20200526416,1,4
20200526415,3,1
20200526414,6,3
20200526413,2,6
20200526412,4,2
20200526411,4,4
20200526410,8,4
20200526409,0,8
20200526408,6,0
20200526407,9,6
20200526406,4,9
20200526405,7,4
20200526404,1,7
20200526403,7,1
20200526402,7,7
20200526401,8,7
20200526400,6,8
20200526399,4,6
20200526398,0,4
20200526397,1,0
20200526396,9,1
20200526395,6,9
20200526394,9,6
20200526393,9,9
20200526392,6,9
20200526391,3,6
20200526390,9,3
20200526389,3,9
20200526388,0,3
20200526387,7,0
20200526386,8,7
20200526385,9,8
20200526384,9,9
20200526383,8,9
20200526382,4,8
20200526381,3,4
20200526380,4,3
20200526379,8,4
20200526378,3,8
20200526377,5,3
20200526376,4,5
20200526375,0,4
20200526374,2,0
20200526373,2,2
20200526372,7,2
20200526371,8,7
20200526370,7,8
20200526369,2,7
20200526368,3,2
20200526367,4,3
20200526366,8,4
20200526365,4,8
20200526364,6,4
20200526363,9,6
20200526362,2,9
20200526361,5,2
20200526360,2,5
20200526359,3,2
20200526358,0,3
20200526357,6,0
20200526356,2,6
20200526355,0,2
20200526354,8,0
20200526353,8,8
20200526352,4,8
20200526351,1,4
20200526350,5,1
20200526349,9,5
20200526348,8,9
20200526347,7,8
20200526346,7,7
20200526345,6,7
20200526344,3,6
20200526343,8,3
20200526342,6,8
20200526341,0,6
20200526340,7,0
20200526339,4,7
20200526338,2,4
20200526337,3,2
20200526336,2,3
20200526335,5,2
20200526334,2,5
20200526333,7,2
20200526332,3,7
20200526331,5,3
20200526330,3,5
20200526329,4,3
20200526328,0,4
20200526327,9,0
20200526326,6,9
20200526325,0,6
20200526324,7,0
20200526323,9,7
20200526322,9,9
20200526321,4,9
20200526320,4,4
20200526319,2,4
20200526318,3,2
20200526317,9,3
20200526316,3,9
20200526315,9,3
20200526314,7,9
20200526313,2,7
20200526312,0,2
20200526311,7,0
20200526310,7,7
20200526309,0,7
20200526308,4,0
20200526307,1,4
20200526306,3,1
20200526305,9,3
20200526304,9,9
20200526303,2,9
20200526302,0,2
20200526301,4,0
20200526300,5,4
20200526299,4,5
20200526298,8,4
20200526297,9,8
20200526296,4,9
20200526295,5,4
20200526294,9,5
20200526293,3,9
20200526292,1,3
20200526291,2,1
20200526290,3,2
20200526289,1,3
20200526288,2,1
20200526287,6,2
20200526286,6,6
20200526285,6,6
20200526284,4,6
20200526283,3,4
20200526282,9,3
20200526281,9,9
20200526280,5,9
20200526279,7,5
20200526278,7,7
20200526277,8,7
20200526276,4,8
20200526275,9,4
20200526274,2,9
20200526273,8,2
20200526272,4,8
20200526271,9,4
20200526270,1,9
20200526269,4,1
20200526268,0,4
20200526267,7,0
20200526266,4,7
20200526265,1,4
20200526264,5,1
20200526263,8,5
20200526262,2,8
20200526261,8,2
20200526260,0,8
20200526259,4,0
20200526258,1,4
20200526257,4,1
20200526256,8,4
20200526255,7,8
20200526254,2,7
20200526253,1,2
20200526252,8,1
20200526251,6,8
20200526250,7,6
20200526249,7,7
20200526248,8,7
20200526247,5,8
20200526246,8,5
20200526245,5,8
20200526244,1,5
20200526243,3,1
20200526242,2,3
20200526241,9,2
20200526240,1,9
20200526239,8,1
20200526238,6,8
20200526237,3,6
20200526236,9,3
20200526235,1,9
20200526234,6,1
20200526233,5,6
20200526232,3,5
20200526231,5,3
20200526230,5,5
20200526229,7,5
20200526228,1,7
20200526227,4,1
20200526226,7,4
20200526225,8,7
20200526224,9,8
20200526223,2,9
20200526222,6,2
20200526221,5,6
20200526220,0,5
20200526219,0,0
20200526218,1,0
20200526217,3,1
20200526216,3,3
20200526215,3,3
20200526214,3,3
20200526213,3,3
20200526212,5,3
20200526211,5,5
20200526210,4,5
20200526209,1,4
20200526208,6,1
20200526207,3,6
20200526206,4,3
20200526205,8,4
20200526204,0,8
20200526203,7,0
20200526202,1,7
20200526201,4,1
20200526200,7,4
20200526199,6,7
20200526198,1,6
20200526197,5,1
20200526196,0,5
20200526195,9,0
20200526194,1,9
20200526193,7,1
20200526192,6,7
20200526191,2,6
20200526190,9,2
20200526189,4,9
20200526188,8,4
20200526187,1,8
20200526186,7,1
20200526185,1,7
20200526184,9,1
20200526183,7,9
20200526182,8,7
20200526181,1,8
20200526180,4,1
20200526179,5,4
20200526178,9,5
20200526177,3,9
20200526176,8,3
20200526175,3,8
20200526174,1,3
20200526173,2,1
20200526172,7,2
20200526171,8,7
20200526170,1,8
20200526169,8,1
20200526168,8,8
20200526167,7,8
20200526166,7,7
20200526165,0,7
20200526164,6,0
20200526163,7,6
20200526162,3,7
20200526161,6,3
20200526160,5,6
20200526159,5,5
20200526158,8,5
20200526157,9,8
20200526156,2,9
20200526155,6,2
20200526154,9,6
20200526153,4,9
20200526152,5,4
20200526151,7,5
20200526150,7,7
20200526149,8,7
20200526148,6,8
20200526147,5,6
20200526146,2,5
20200526145,4,2
20200526144,9,4
20200526143,5,9
20200526142,5,5
20200526141,0,5
20200526140,3,0
20200526139,9,3
20200526138,7,9
20200526137,2,7
20200526136,2,2
20200526135,6,2
20200526134,9,6
20200526133,7,9
20200526132,3,7
20200526131,8,3
20200526130,7,8
20200526129,0,7
20200526128,9,0
20200526127,7,9
20200526126,6,7
20200526125,3,6
20200526124,9,3
20200526123,8,9
20200526122,1,8
20200526121,0,1
20200526120,9,0
20200526119,5,9
20200526118,2,5
20200526117,6,2
20200526116,3,6
20200526115,8,3
20200526114,5,8
20200526113,2,5
20200526112,6,2
20200526111,9,6
20200526110,1,9
20200526109,5,1
20200526108,9,5
20200526107,3,9
20200526106,0,3
20200526105,1,0
20200526104,7,1
20200526103,2,7
20200526102,7,2
20200526101,8,7
20200526100,6,8
20200526099,5,6
20200526098,1,5
20200526097,7,1
20200526096,1,7
20200526095,1,1
20200526094,9,1
20200526093,6,9
20200526092,8,6
20200526091,5,8
20200526090,3,5
20200526089,9,3
20200526088,0,9
20200526087,6,0
20200526086,1,6
20200526085,9,1
20200526084,3,9
20200526083,9,3
20200526082,1,9
20200526081,4,1
20200526080,5,4
20200526079,4,5
20200526078,8,4
20200526077,1,8
20200526076,4,1
20200526075,4,4
20200526074,7,4
20200526073,5,7
20200526072,6,5
20200526071,2,6
20200526070,1,2
20200526069,9,1
20200526068,1,9
20200526067,7,1
20200526066,6,7
20200526065,7,6
20200526064,3,7
20200526063,4,3
20200526062,5,4
20200526061,2,5
20200526060,2,2
20200526059,9,2
20200526058,2,9
20200526057,3,2
20200526056,0,3
20200526055,2,0
20200526054,5,2
20200526053,1,5
20200526052,2,1
20200526051,9,2
20200526050,9,9
20200526049,4,9
20200526048,1,4
20200526047,0,1
20200526046,7,0
20200526045,5,7
20200526044,1,5
20200526043,6,1
20200526042,9,6
20200526041,9,9
20200526040,9,9
20200526039,3,9
20200526038,1,3
20200526037,9,1
20200526036,9,9
20200526035,6,9
20200526034,1,6
20200526033,7,1
20200526032,7,7
20200526031,8,7
20200526030,6,8
20200526029,8,6
20200526028,8,8
20200526027,1,8
20200526026,6,1
20200526025,1,6
20200526024,0,1
20200526023,1,0
20200526022,5,1
20200526021,3,5
20200526020,1,3
20200526019,5,1
20200526018,5,5
20200526017,7,5
20200526016,3,7
20200526015,7,3
20200526014,2,7
20200526013,8,2
20200526012,8,8
20200526011,1,8
20200526010,8,1
20200526009,1,8
20200526008,0,1
20200526007,4,0
20200526006,2,4
20200526005,6,2
20200526004,1,6
20200526003,3,1
20200526002,7,3
20200526001,1,7
20200525480,6,1
20200525479,7,6
20200525478,2,7
20200525477,8,2
20200525476,2,8
20200525475,5,2
20200525474,3,5
20200525473,1,3
20200525472,6,1
20200525471,8,6
20200525470,4,8
20200525469,4,4
20200525468,2,4
20200525467,9,2
20200525466,4,9
20200525465,2,4
20200525464,6,2
20200525463,3,6
20200525462,6,3
20200525461,0,6
20200525460,2,0
20200525459,2,2
20200525458,9,2
20200525457,5,9
20200525456,5,5
20200525455,2,5
20200525454,2,2
20200525453,7,2
20200525452,9,7
20200525451,5,9
20200525450,2,5
20200525449,1,2
20200525448,0,1
20200525447,6,0
20200525446,8,6
20200525445,5,8
20200525444,0,5
20200525443,7,0
20200525442,3,7
20200525441,7,3
20200525440,1,7
20200525439,3,1
20200525438,1,3
20200525437,4,1
20200525436,1,4
20200525435,2,1
20200525434,4,2
20200525433,4,4
20200525432,2,4
20200525431,1,2
20200525430,8,1
20200525429,5,8
20200525428,2,5
20200525427,3,2
20200525426,6,3
20200525425,1,6
20200525424,1,1
20200525423,2,1
20200525422,8,2
20200525421,3,8
20200525420,4,3
20200525419,1,4
20200525418,9,1
20200525417,1,9
20200525416,8,1
20200525415,7,8
20200525414,8,7
20200525413,2,8
20200525412,3,2
20200525411,6,3
20200525410,4,6
20200525409,7,4
20200525408,3,7
20200525407,1,3
20200525406,4,1
20200525405,4,4
20200525404,1,4
20200525403,8,1
20200525402,1,8
20200525401,8,1
20200525400,7,8
20200525399,3,7
20200525398,0,3
20200525397,9,0
20200525396,2,9
20200525395,1,2
20200525394,4,1
20200525393,4,4
20200525392,4,4
20200525391,2,4
20200525390,2,2
20200525389,2,2
20200525388,5,2
20200525387,2,5
20200525386,6,2
20200525385,9,6
20200525384,6,9
20200525383,3,6
20200525382,5,3
20200525381,5,5
20200525380,5,5
20200525379,2,5
20200525378,8,2
20200525377,3,8
20200525376,9,3
20200525375,0,9
20200525374,1,0
20200525373,7,1
20200525372,9,7
20200525371,1,9
20200525370,4,1
20200525369,2,4
20200525368,0,2
20200525367,2,0
20200525366,3,2
20200525365,9,3
20200525364,0,9
20200525363,4,0
20200525362,7,4
20200525361,9,7
20200525360,8,9
20200525359,9,8
20200525358,2,9
20200525357,3,2
20200525356,2,3
20200525355,3,2
20200525354,6,3
20200525353,4,6
20200525352,3,4
20200525351,4,3
20200525350,0,4
20200525349,3,0
20200525348,7,3
20200525347,4,7
20200525346,1,4
20200525345,7,1
20200525344,5,7
20200525343,0,5
20200525342,2,0
20200525341,4,2
20200525340,0,4
20200525339,4,0
20200525338,5,4
20200525337,1,5
20200525336,2,1
20200525335,4,2
20200525334,9,4
20200525333,1,9
20200525332,0,1
20200525331,7,0
20200525330,2,7
20200525329,6,2
20200525328,5,6
20200525327,6,5
20200525326,6,6
20200525325,8,6
20200525324,2,8
20200525323,9,2
20200525322,7,9
20200525321,7,7
20200525320,3,7
20200525319,3,3
20200525318,7,3
20200525317,2,7
20200525316,2,2
20200525315,6,2
20200525314,4,6
20200525313,1,4
20200525312,3,1
20200525311,6,3
20200525310,3,6
20200525309,2,3
20200525308,8,2
20200525307,7,8
20200525306,7,7
20200525305,7,7
20200525304,0,7
20200525303,2,0
20200525302,4,2
20200525301,0,4
20200525300,6,0
20200525299,1,6
20200525298,4,1
20200525297,4,4
20200525296,7,4
20200525295,2,7
20200525294,5,2
20200525293,2,5
20200525292,9,2
20200525291,2,9
20200525290,3,2
20200525289,0,3
20200525288,9,0
20200525287,6,9
20200525286,6,6
20200525285,1,6
20200525284,1,1
20200525283,6,1
20200525282,8,6
20200525281,2,8
20200525280,5,2
20200525279,3,5
20200525278,1,3
20200525277,8,1
20200525276,4,8
20200525275,0,4
20200525274,0,0
20200525273,2,0
20200525272,8,2
20200525271,7,8
20200525270,6,7
20200525269,2,6
20200525268,9,2
20200525267,8,9
20200525266,6,8
20200525265,0,6
20200525264,9,0
20200525263,9,9
20200525262,4,9
20200525261,1,4
20200525260,7,1
20200525259,9,7
20200525258,8,9
20200525257,6,8
20200525256,2,6
20200525255,0,2
20200525254,2,0
20200525253,6,2
20200525252,0,6
20200525251,6,0
20200525250,2,6
20200525249,9,2
20200525248,3,9
20200525247,8,3
20200525246,6,8
20200525245,9,6
20200525244,1,9
20200525243,4,1
20200525242,2,4
20200525241,9,2
20200525240,5,9
20200525239,6,5
20200525238,2,6
20200525237,6,2
20200525236,7,6
20200525235,5,7
20200525234,4,5
20200525233,4,4
20200525232,4,4
20200525231,0,4
20200525230,3,0
20200525229,6,3
20200525228,6,6
20200525227,0,6
20200525226,7,0
20200525225,1,7
20200525224,8,1
20200525223,1,8
20200525222,5,1
20200525221,7,5
20200525220,8,7
20200525219,9,8
20200525218,9,9
20200525217,0,9
20200525216,4,0
20200525215,9,4
20200525214,4,9
20200525213,1,4
20200525212,8,1
20200525211,1,8
20200525210,9,1
20200525209,9,9
20200525208,4,9
20200525207,2,4
20200525206,4,2
20200525205,0,4
20200525204,0,0
20200525203,9,0
20200525202,0,9
20200525201,4,0
20200525200,4,4
20200525199,3,4
20200525198,8,3
20200525197,7,8
20200525196,3,7
20200525195,4,3
20200525194,6,4
20200525193,5,6
20200525192,5,5
20200525191,0,5
20200525190,6,0
20200525189,4,6
20200525188,6,4
20200525187,6,6
20200525186,4,6
20200525185,8,4
20200525184,9,8
20200525183,0,9
20200525182,3,0
20200525181,4,3
20200525180,1,4
20200525179,1,1
20200525178,8,1
20200525177,7,8
20200525176,9,7
20200525175,1,9
20200525174,1,1
20200525173,2,1
20200525172,0,2
20200525171,9,0
20200525170,5,9
20200525169,3,5
20200525168,1,3
20200525167,3,1
20200525166,0,3
20200525165,2,0
20200525164,5,2
20200525163,1,5
20200525162,0,1
20200525161,1,0
20200525160,1,1
20200525159,2,1
20200525158,2,2
20200525157,0,2
20200525156,3,0
20200525155,3,3
20200525154,7,3
20200525153,7,7
20200525152,5,7
20200525151,4,5
20200525150,6,4
20200525149,0,6
20200525148,7,0
20200525147,2,7
20200525146,4,2
20200525145,3,4
20200525144,6,3
20200525143,4,6
20200525142,9,4
20200525141,3,9
20200525140,8,3
20200525139,8,8
20200525138,9,8
20200525137,7,9
20200525136,7,7
20200525135,6,7
20200525134,3,6
20200525133,2,3
20200525132,8,2
20200525131,1,8
20200525130,4,1
20200525129,6,4
20200525128,9,6
20200525127,9,9
20200525126,2,9
20200525125,5,2
20200525124,6,5
20200525123,5,6
20200525122,9,5
20200525121,2,9
20200525120,2,2
20200525119,3,2
20200525118,9,3
20200525117,5,9
20200525116,4,5
20200525115,7,4
20200525114,3,7
20200525113,8,3
20200525112,9,8
20200525111,7,9
20200525110,2,7
20200525109,3,2
20200525108,5,3
20200525107,9,5
20200525106,7,9
20200525105,1,7
20200525104,4,1
20200525103,0,4
20200525102,9,0
20200525101,1,9
20200525100,3,1
20200525099,5,3
20200525098,6,5
20200525097,1,6
20200525096,2,1
20200525095,2,2
20200525094,4,2
20200525093,9,4
20200525092,7,9
20200525091,6,7
20200525090,3,6
20200525089,3,3
20200525088,3,3
20200525087,3,3
20200525086,8,3
20200525085,0,8
20200525084,4,0
20200525083,6,4
20200525082,6,6
20200525081,6,6
20200525080,2,6
20200525079,6,2
20200525078,2,6
20200525077,1,2
20200525076,4,1
20200525075,8,4
20200525074,6,8
20200525073,2,6
20200525072,8,2
20200525071,4,8
20200525070,9,4
20200525069,5,9
20200525068,0,5
20200525067,8,0
20200525066,2,8
20200525065,8,2
20200525064,6,8
20200525063,8,6
20200525062,8,8
20200525061,0,8
20200525060,0,0
20200525059,0,0
20200525058,1,0
20200525057,6,1
20200525056,3,6
20200525055,1,3
20200525054,7,1
20200525053,2,7
20200525052,3,2
20200525051,3,3
20200525050,8,3
20200525049,5,8
20200525048,7,5
20200525047,2,7
20200525046,5,2
20200525045,4,5
20200525044,9,4
20200525043,2,9
20200525042,2,2
20200525041,9,2
20200525040,6,9
20200525039,0,6
20200525038,2,0
20200525037,7,2
20200525036,3,7
20200525035,3,3
20200525034,1,3
20200525033,9,1
20200525032,6,9
20200525031,8,6
20200525030,4,8
20200525029,6,4
20200525028,2,6
20200525027,1,2
20200525026,9,1
20200525025,5,9
20200525024,7,5
20200525023,2,7
20200525022,6,2
20200525021,2,6
20200525020,6,2
20200525019,5,6
20200525018,9,5
20200525017,2,9
20200525016,0,2
20200525015,3,0
20200525014,9,3
20200525013,3,9
20200525012,6,3
20200525011,1,6
20200525010,5,1
20200525009,0,5
20200525008,6,0
20200525007,9,6
20200525006,6,9
20200525005,3,6
20200525004,6,3
20200525003,2,6
20200525002,6,2
20200525001,1,6
20200524480,6,1
20200524479,4,6
20200524478,8,4
20200524477,5,8
20200524476,3,5
20200524475,6,3
20200524474,4,6
20200524473,2,4
20200524472,6,2
20200524471,0,6
20200524470,7,0
20200524469,3,7
20200524468,4,3
20200524467,1,4
20200524466,5,1
20200524465,2,5
20200524464,8,2
20200524463,5,8
20200524462,9,5
20200524461,7,9
20200524460,1,7
20200524459,2,1
20200524458,4,2
20200524457,4,4
20200524456,1,4
20200524455,7,1
20200524454,8,7
20200524453,9,8
20200524452,6,9
20200524451,3,6
20200524450,8,3
20200524449,0,8
20200524448,4,0
20200524447,5,4
20200524446,3,5
20200524445,4,3
20200524444,8,4
20200524443,4,8
20200524442,5,4
20200524441,1,5
20200524440,7,1
20200524439,1,7
20200524438,8,1
20200524437,1,8
20200524436,3,1
20200524435,4,3
20200524434,5,4
20200524433,2,5
20200524432,6,2
20200524431,9,6
20200524430,5,9
20200524429,0,5
20200524428,3,0
20200524427,9,3
20200524426,2,9
20200524425,0,2
20200524424,0,0
20200524423,7,0
20200524422,0,7
20200524421,2,0
20200524420,2,2
20200524419,2,2
20200524418,7,2
20200524417,3,7
20200524416,6,3
20200524415,8,6
20200524414,8,8
20200524413,5,8
20200524412,2,5
20200524411,9,2
20200524410,3,9
20200524409,0,3
20200524408,0,0
20200524407,9,0
20200524406,0,9
20200524405,8,0
20200524404,4,8
20200524403,8,4
20200524402,2,8
20200524401,6,2
20200524400,3,6
20200524399,7,3
20200524398,1,7
20200524397,4,1
20200524396,3,4
20200524395,8,3
20200524394,4,8
20200524393,6,4
20200524392,6,6
20200524391,2,6
20200524390,2,2
20200524389,3,2
20200524388,2,3
20200524387,6,2
20200524386,5,6
20200524385,8,5
20200524384,5,8
20200524383,5,5
20200524382,2,5
20200524381,7,2
20200524380,6,7
20200524379,7,6
20200524378,4,7
20200524377,4,4
20200524376,0,4
20200524375,9,0
20200524374,6,9
20200524373,2,6
20200524372,2,2
20200524371,0,2
20200524370,6,0
20200524369,2,6
20200524368,4,2
20200524367,1,4
20200524366,7,1
20200524365,3,7
20200524364,1,3
20200524363,1,1
20200524362,1,1
20200524361,0,1
20200524360,7,0
20200524359,0,7
20200524358,2,0
20200524357,6,2
20200524356,8,6
20200524355,0,8
20200524354,1,0
20200524353,9,1
20200524352,9,9
20200524351,4,9
20200524350,8,4
20200524349,3,8
20200524348,4,3
20200524347,9,4
20200524346,7,9
20200524345,6,7
20200524344,2,6
20200524343,7,2
20200524342,6,7
20200524341,7,6
20200524340,4,7
20200524339,9,4
20200524338,7,9
20200524337,6,7
20200524336,7,6
20200524335,2,7
20200524334,4,2
20200524333,6,4
20200524332,9,6
20200524331,2,9
20200524330,1,2
20200524329,7,1
20200524328,1,7
20200524327,1,1
20200524326,0,1
20200524325,7,0
20200524324,7,7
20200524323,6,7
20200524322,0,6
20200524321,7,0
20200524320,0,7
20200524319,5,0
20200524318,5,5
20200524317,6,5
20200524316,6,6
20200524315,9,6
20200524314,8,9
20200524313,1,8
20200524312,1,1
20200524311,0,1
20200524310,7,0
20200524309,1,7
20200524308,1,1
20200524307,4,1
20200524306,3,4
20200524305,3,3
20200524304,3,3
20200524303,8,3
20200524302,7,8
20200524301,9,7
20200524300,4,9
20200524299,3,4
20200524298,9,3
20200524297,8,9
20200524296,4,8
20200524295,9,4
20200524294,3,9
20200524293,2,3
20200524292,4,2
20200524291,2,4
20200524290,0,2
20200524289,2,0
20200524288,5,2
20200524287,4,5
20200524286,7,4
20200524285,3,7
20200524284,5,3
20200524283,4,5
20200524282,5,4
20200524281,1,5
20200524280,9,1
20200524279,1,9
20200524278,1,1
20200524277,3,1
20200524276,1,3
20200524275,4,1
20200524274,1,4
20200524273,8,1
20200524272,9,8
20200524271,2,9
20200524270,3,2
20200524269,9,3
20200524268,9,9
20200524267,0,9
20200524266,5,0
20200524265,3,5
20200524264,6,3
20200524263,2,6
20200524262,3,2
20200524261,2,3
20200524260,9,2
20200524259,4,9
20200524258,2,4
20200524257,6,2
20200524256,7,6
20200524255,9,7
20200524254,6,9
20200524253,0,6
20200524252,2,0
20200524251,7,2
20200524250,7,7
20200524249,2,7
20200524248,2,2
20200524247,4,2
20200524246,4,4
20200524245,6,4
20200524244,2,6
20200524243,0,2
20200524242,8,0
20200524241,3,8
20200524240,0,3
20200524239,3,0
20200524238,5,3
20200524237,7,5
20200524236,6,7
20200524235,0,6
20200524234,3,0
20200524233,2,3
20200524232,4,2
20200524231,2,4
20200524230,6,2
20200524229,4,6
20200524228,6,4
20200524227,9,6
20200524226,8,9
20200524225,9,8
20200524224,5,9
20200524223,5,5
20200524222,2,5
20200524221,8,2
20200524220,3,8
20200524219,3,3
20200524218,1,3
20200524217,1,1
20200524216,2,1
20200524215,5,2
20200524214,7,5
20200524213,5,7
20200524212,7,5
20200524211,4,7
20200524210,7,4
20200524209,5,7
20200524208,5,5
20200524207,8,5
20200524206,1,8
20200524205,2,1
20200524204,2,2
20200524203,3,2
20200524202,5,3
20200524201,7,5
20200524200,8,7
20200524199,9,8
20200524198,4,9
20200524197,3,4
20200524196,4,3
20200524195,9,4
20200524194,5,9
20200524193,5,5
20200524192,8,5
20200524191,6,8
20200524190,9,6
20200524189,2,9
20200524188,4,2
20200524187,0,4
20200524186,6,0
20200524185,4,6
20200524184,8,4
20200524183,2,8
20200524182,2,2
20200524181,9,2
20200524180,4,9
20200524179,4,4
20200524178,2,4
20200524177,3,2
20200524176,6,3
20200524175,1,6
20200524174,5,1
20200524173,5,5
20200524172,1,5
20200524171,9,1
20200524170,1,9
20200524169,9,1
20200524168,8,9
20200524167,2,8
20200524166,2,2
20200524165,3,2
20200524164,3,3
20200524163,7,3
20200524162,1,7
20200524161,6,1
20200524160,8,6
20200524159,8,8
20200524158,7,8
20200524157,2,7
20200524156,4,2
20200524155,8,4
20200524154,3,8
20200524153,9,3
20200524152,5,9
20200524151,6,5
20200524150,2,6
20200524149,0,2
20200524148,3,0
20200524147,3,3
20200524146,1,3
20200524145,0,1
20200524144,7,0
20200524143,1,7
20200524142,8,1
20200524141,7,8
20200524140,8,7
20200524139,8,8
20200524138,5,8
20200524137,4,5
20200524136,7,4
20200524135,6,7
20200524134,0,6
20200524133,9,0
20200524132,5,9
20200524131,8,5
20200524130,3,8
20200524129,2,3
20200524128,9,2
20200524127,6,9
20200524126,2,6
20200524125,7,2
20200524124,7,7
20200524123,0,7
20200524122,7,0
20200524121,0,7
20200524120,7,0
20200524119,1,7
20200524118,1,1
20200524117,6,1
20200524116,3,6
20200524115,9,3
20200524114,8,9
20200524113,0,8
20200524112,8,0
20200524111,5,8
20200524110,5,5
20200524109,7,5
20200524108,9,7
20200524107,4,9
20200524106,7,4
20200524105,7,7
20200524104,8,7
20200524103,8,8
20200524102,6,8
20200524101,1,6
20200524100,9,1
20200524099,2,9
20200524098,8,2
20200524097,2,8
20200524096,8,2
20200524095,8,8
20200524094,1,8
20200524093,2,1
20200524092,5,2
20200524091,6,5
20200524090,9,6
20200524089,2,9
20200524088,8,2
20200524087,0,8
20200524086,3,0
20200524085,0,3
20200524084,7,0
20200524083,3,7
20200524082,2,3
20200524081,4,2
20200524080,3,4
20200524079,1,3
20200524078,8,1
20200524077,9,8
20200524076,5,9
20200524075,7,5
20200524074,8,7
20200524073,2,8
20200524072,8,2
20200524071,3,8
20200524070,0,3
20200524069,9,0
20200524068,0,9
20200524067,8,0
20200524066,4,8
20200524065,4,4
20200524064,1,4
20200524063,8,1
20200524062,8,8
20200524061,1,8
20200524060,5,1
20200524059,4,5
20200524058,7,4
20200524057,3,7
20200524056,4,3
20200524055,2,4
20200524054,8,2
20200524053,2,8
20200524052,9,2
20200524051,6,9
20200524050,3,6
20200524049,5,3
20200524048,4,5
20200524047,6,4
20200524046,2,6
20200524045,3,2
20200524044,7,3
20200524043,0,7
20200524042,4,0
20200524041,2,4
20200524040,5,2
20200524039,8,5
20200524038,4,8
20200524037,2,4
20200524036,0,2
20200524035,2,0
20200524034,2,2
20200524033,0,2
20200524032,0,0
20200524031,7,0
20200524030,1,7
20200524029,6,1
20200524028,4,6
20200524027,4,4
20200524026,1,4
20200524025,7,1
20200524024,6,7
20200524023,3,6
20200524022,1,3
20200524021,7,1
20200524020,3,7
20200524019,7,3
20200524018,7,7
20200524017,7,7
20200524016,3,7
20200524015,5,3
20200524014,8,5
20200524013,6,8
20200524012,4,6
20200524011,6,4
20200524010,0,6
20200524009,0,0
20200524008,5,0
20200524007,9,5
20200524006,1,9
20200524005,2,1
20200524004,6,2
20200524003,2,6
20200524002,3,2
20200524001,8,3
20200523480,4,8
20200523479,9,4
20200523478,7,9
20200523477,7,7
20200523476,6,7
20200523475,5,6
20200523474,6,5
20200523473,7,6
20200523472,5,7
20200523471,7,5
20200523470,8,7
20200523469,8,8
20200523468,2,8
20200523467,7,2
20200523466,0,7
20200523465,0,0
20200523464,9,0
20200523463,0,9
20200523462,5,0
20200523461,7,5
20200523460,6,7
20200523459,6,6
20200523458,5,6
20200523457,8,5
20200523456,3,8
20200523455,1,3
20200523454,3,1
20200523453,3,3
20200523452,4,3
20200523451,6,4
20200523450,8,6
20200523449,5,8
20200523448,6,5
20200523447,2,6
20200523446,0,2
20200523445,1,0
20200523444,0,1
20200523443,7,0
20200523442,8,7
20200523441,0,8
20200523440,5,0
20200523439,5,5
20200523438,0,5
20200523437,7,0
20200523436,9,7
20200523435,1,9
20200523434,9,1
20200523433,1,9
20200523432,0,1
20200523431,9,0
20200523430,5,9
20200523429,2,5
20200523428,3,2
20200523427,0,3
20200523426,2,0
20200523425,9,2
20200523424,7,9
20200523423,5,7
20200523422,0,5
20200523421,6,0
20200523420,8,6
20200523419,9,8
20200523418,7,9
20200523417,3,7
20200523416,4,3
20200523415,8,4
20200523414,5,8
20200523413,9,5
20200523412,7,9
20200523411,4,7
20200523410,7,4
20200523409,9,7
20200523408,3,9
20200523407,1,3
20200523406,1,1
20200523405,1,1
20200523404,0,1
20200523403,4,0
20200523402,4,4
20200523401,3,4
20200523400,0,3
20200523399,9,0
20200523398,8,9
20200523397,5,8
20200523396,8,5
20200523395,6,8
20200523394,8,6
20200523393,7,8
20200523392,2,7
20200523391,1,2
20200523390,8,1
20200523389,2,8
20200523388,2,2
20200523387,8,2
20200523386,8,8
20200523385,2,8
20200523384,3,2
20200523383,8,3
20200523382,1,8
20200523381,0,1
20200523380,8,0
20200523379,9,8
20200523378,4,9
20200523377,1,4
20200523376,8,1
20200523375,3,8
20200523374,0,3
20200523373,1,0
